"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Central Europe and the Baltics","CEB","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1664830025.67292","4138359970.09278","2534100026.85525","1811910057.54471","2856520025.2533","4606249889.37378","2441979984.28345","2047759986.87744","2719800010.68115","3112050014.49585","3312410030.36499","3387929992.67578","2539330001.83105","3621069999.69483","4593440048.21778","123459999.084473","196509994.506836","162910003.662109","241059997.558594","168830001.831055","131550003.051758","280000.001192093","","","","","","","","","","","","","",
"Switzerland","CHE","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","17260000.2288818","123830001.831055","134910003.662109","132250000","111489997.86377","105580001.831055","123470001.220703","92919998.1689453","75860000.6103516","74620002.746582","56669998.1689453","27379999.1607666","38110000.6103516","39779998.7792969","15180000.3051758","113089996.337891","10420000.0762939","10720000.2670288","3759999.99046326","-29889999.3896484","-7550000.19073486","550000.011920929","-819999.992847443","8529999.73297119","11550000.1907349","49369998.9318848","3730000.01907349","28879999.1607666","51930000.3051758","68720001.2207031","109139999.389648","124980003.356934","136619995.117188","178720001.220703","155199996.948242","160740005.493164","196600006.103516","130726669.311523","107556663.513184","71176666.2597656","50540466.3085938","55861755.3710938","-7071642.87567139","80327888.4887695","54106151.5808105","170747985.839844","98885978.6987305","106264472.961426","102935646.057129","75960556.0302734","179580001.831055","161195037.841797","128081344.604492","80556152.34375","245578552.246094","54329479.2175293","178439346.313477","70305366.5161133","","","","","","","",
"China","CHN","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","16850000.3814697","65500000","475899993.896484","523380004.882813","668799987.792969","797479980.46875","938750000","1095140014.64844","1377290039.0625","1916119995.11719","2067250000","2030599975.58594","1918750000","2988260009.76563","3202379882.8125","3132290039.0625","3463699951.17188","2655899902.34375","2060834228.51563","2456879638.67188","2406997558.59375","1749021362.30469","1497657226.5625","1511518554.6875","1361546386.71875","1709954345.70313","1798337280.27344","1268520996.09375","1453223388.67188","1305544311.52344","1141387207.03125","957669982.910156","-603609619.140625","-180530044.555664","-656546569.824219","-947074340.820313","-306290496.826172","-791432739.257813","-989944335.9375","-705271057.128906","-607008422.851563","-570617065.429688","-561917724.609375","-280478118.896484","-267158996.582031","",
"Cote d'Ivoire","CIV","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","129999.995231628","3369999.88555908","9000000","8649999.61853027","39009998.3215332","38619998.9318848","35950000.7629395","34020000.4577637","44840000.1525879","49659999.8474121","52580001.8310547","51069999.6948242","48279998.7792969","63319999.6948242","75620002.746582","99680000.3051758","107449996.948242","103949996.948242","129550003.051758","159919998.168945","209800003.051758","123050003.051758","136429992.675781","155320007.324219","122989997.86377","117360000.610352","174419998.168945","240479995.727539","424730010.986328","394559997.558594","686400024.414063","629900024.414063","755700012.207031","763630004.882813","1593699951.17188","1212439941.40625","964770019.53125","446999206.542969","967272827.148438","447784454.345703","350915252.685547","186083160.400391","1067499023.4375","253695663.452148","160714157.104492","91276664.7338867","247139999.389648","171075424.194336","584628662.109375","2403012939.45313","656840026.855469","1437705444.33594","2908327880.85938","1273441162.10938","925040832.519531","651767822.265625","615781555.175781","829150878.90625","960067993.164063","1174850708.00781","1564769409.17969","1577762939.45313","1967452636.71875","2376327392.57813","",
"Cameroon","CMR","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","379999.995231628","7119999.88555908","9449999.80926514","8899999.61853027","27760000.2288818","32279998.7792969","48590000.1525879","37860000.6103516","47860000.6103516","37549999.2370605","59270000.4577637","48189998.626709","62860000.6103516","60880001.0681152","61889999.3896484","109620002.746582","135059997.558594","179429992.675781","179619995.117188","276820007.324219","264760009.765625","198270004.272461","211979995.727539","127660003.662109","182990005.493164","152479995.727539","216490005.493164","203119995.117188","275630004.882813","452649993.896484","444380004.882813","516260009.765625","714780029.296875","543719970.703125","731408996.582031","443992004.394531","411381988.525391","500062011.71875","498694671.630859","434482666.015625","377156005.859375","458093322.753906","605735351.5625","885625000","780734985.351563","416542144.775391","1716241943.35938","1939899414.0625","551791992.1875","643790344.238281","455019989.013672","612082641.601563","597157897.949219","751959777.832031","856123474.121094","664156372.070313","756594604.492188","1216801269.53125","1165349975.58594","1298908203.125","1402096435.54688","1142313232.42188","1187023071.28906","940268859.863281","",
"Congo, Dem. Rep.","COD","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","82089996.3378906","91160003.6621094","120970001.220703","111500000","127019996.643066","142070007.324219","93110000.6103516","93800003.0517578","76660003.6621094","83750000","89360000.6103516","107269996.643066","121690002.441406","138919998.168945","180089996.337891","258079986.572266","193119995.117188","259600006.103516","315640014.648438","415359985.351563","431230010.986328","392149993.896484","346470001.220703","310299987.792969","300320007.324219","305359985.351563","421559997.558594","673729980.46875","551729980.46875","730109985.351563","895789978.027344","475279998.779297","268519989.013672","177820007.324219","244809997.558594","194750000","166159347.53418","157884857.177734","127021347.045898","135510589.599609","178435058.59375","246635726.928711","1176166748.04688","5417025390.625","1919145263.67188","1881800048.82813","2197241699.21875","1348270507.8125","1766904663.08594","2362345947.26563","3179300048.82813","5526464355.46875","2846123535.15625","2584004150.39063","2400018554.6875","2599153808.59375","2102263916.01563","2292403076.17188","2513901855.46875","2810390625","3383688964.84375","3611549316.40625","3289713623.04688","4347290527.34375","",
"Congo, Rep.","COG","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","19999.9995529652","189999.997615814","3069999.9332428","5650000.09536743","17760000.2288818","15850000.3814697","25180000.3051758","18799999.2370605","21370000.8392334","17170000.0762939","15390000.3433228","17170000.0762939","23100000.3814697","26620000.8392334","37819999.6948242","55930000.3051758","72639999.3896484","48130001.0681152","80260002.1362305","90150001.5258789","91150001.5258789","80440002.4414063","91940002.4414063","107349998.474121","96519996.6430664","69019996.6430664","107230003.356934","137529998.779297","86599998.4741211","90519996.6430664","217160003.662109","133270004.272461","115001998.901367","124360000.610352","363850006.103516","126860000.610352","431290008.544922","268672607.421875","64992622.3754883","140543609.619141","32150981.9030762","73890983.581543","57132171.6308594","69278839.1113281","115808837.890625","1425546630.85938","258299987.792969","116316345.214844","486629364.013672","283970306.396484","1293319946.28906","261243072.509766","140134033.203125","150971420.288086","106184371.948242","88795524.597168","86959259.0332031","106943305.969238","146552825.927734","177544174.194336","217025772.094727","205558258.056641","704468933.105469","377500213.623047","",
"Colombia","COL","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","-7179999.82833862","52490001.6784668","48990001.6784668","71099998.4741211","42139999.3896484","39799999.2370605","83430000.3051758","95309997.5585938","117519996.643066","106339996.337891","133229995.727539","104099998.474121","102739997.86377","129220001.220703","87029998.7792969","70529998.7792969","67870002.746582","40250000","57569999.6948242","39509998.3215332","42259998.3215332","53330001.8310547","61759998.3215332","43770000.4577637","49939998.626709","52520000.4577637","50220001.2207031","81819999.6948242","79889999.3896484","75160003.6621094","101050003.051758","131369995.117188","238710006.713867","106250000","91959999.0844727","181750000","195059997.558594","190784332.275391","179314331.054688","318376007.080078","202366668.701172","399918334.960938","458258331.298828","815995727.539063","536034057.617188","643067443.847656","1004739990.23438","741773620.605469","979293640.136719","1059278686.52344","663559997.558594","1013587524.41406","764224182.128906","857478698.730469","1224172363.28125","1355924438.47656","1106493774.41406","850370117.1875","1780952026.36719","874643737.792969","1870366821.28906","1918059448.24219","1884557373.04688","1031310791.01563","",
"Comoros","COM","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","6099999.90463257","9699999.80926514","7849999.90463257","6360000.1335144","7889999.8664856","8819999.69482422","10210000.038147","17620000.8392334","27340000.1525879","21559999.4659424","25260000.2288818","12090000.1525879","13439999.5803833","19579999.9237061","43250000","46369998.9318848","38069999.6948242","37630001.0681152","42680000.3051758","47130001.0681152","45930000.3051758","54069999.6948242","51220001.2207031","44069999.6948242","44880001.0681152","63299999.2370605","47869998.9318848","48619998.9318848","38700000.7629395","41599998.4741211","39198398.5900879","30202299.118042","40622299.1943359","22090299.6063232","19306400.2990723","27667999.2675781","27579999.9237061","24606666.5649414","25881332.3974609","23141332.6263428","32004734.0393066","45047401.4282227","42042602.5390625","50783683.7768555","47490001.6784668","55348548.8891602","101614074.707031","81225486.7553711","74949172.9736328","65828567.5048828","53743576.0498047","67219032.2875977","90929016.1132813","74461158.7524414","133506927.490234","156269882.202148","138987289.428711","166350936.889648","",
